Timestamp,Noise (dB),Light (lux),Temperature (C)
2021-01-01 06:13:21,51.46,1.67,25.22
2021-01-01 06:13:42,53.71,1.67,25.18
2021-01-01 06:14:02,55.81,1.67,25.21
2021-01-01 06:14:22,52.75,1.67,25.19
2021-01-01 06:14:42,53.27,1.67,25.29
2021-01-01 06:15:03,54.32,1.67,25.34
2021-01-01 06:15:23,51.42,1.67,25.37
2021-01-01 06:15:43,51.42,1.67,25.39
2021-01-01 06:16:03,53.27,1.67,25.37
2021-01-01 06:16:24,52.83,1.67,25.33
2021-01-01 06:16:44,50.49,1.73,25.37
2021-01-01 06:17:04,54.2,1.67,25.42
2021-01-01 06:17:24,53.03,1.61,25.52
2021-01-01 06:17:44,52.38,1.67,25.48
2021-01-01 06:18:05,53.31,1.67,25.55
2021-01-01 06:18:25,74.71,1.67,25.53
2021-01-01 06:18:45,52.79,1.67,25.52
2021-01-01 06:19:06,53.19,1.67,25.46
2021-01-01 06:19:26,54.16,1.67,25.46
2021-01-01 06:19:46,53.15,1.67,25.54
2021-01-01 06:20:06,69.91,1.67,25.55
2021-01-01 06:20:27,51.98,1.67,25.46
2021-01-01 06:20:47,50.01,1.67,25.49
2021-01-01 06:21:07,53.11,1.67,25.66
2021-01-01 06:21:27,53.35,1.67,25.6
2021-01-01 06:21:48,54.2,1.67,25.58
2021-01-01 06:22:08,51.38,1.67,25.62
2021-01-01 06:22:28,52.99,1.67,25.6
2021-01-01 06:22:48,53.55,1.67,25.75
2021-01-01 06:23:09,53.79,1.67,25.66
2021-01-01 06:23:29,52.99,1.67,25.6
2021-01-01 06:23:49,52.75,1.67,25.65
2021-01-01 06:24:09,53.47,1.67,25.62
2021-01-01 06:24:29,51.98,1.67,25.58
2021-01-01 06:24:50,49.04,1.67,25.62
2021-01-01 06:25:10,53.47,1.67,25.59
2021-01-01 06:25:30,54.08,1.67,25.66
2021-01-01 06:25:50,53.23,1.67,25.69
2021-01-01 06:26:10,51.62,1.67,25.68
2021-01-01 06:26:31,53.15,1.67,25.75
2021-01-01 06:26:51,51.09,1.67,25.75
2021-01-01 06:27:11,53.15,1.67,25.74
2021-01-01 06:27:31,54.4,1.67,25.66
2021-01-01 06:27:51,52.38,1.67,25.72
2021-01-01 06:28:12,50.57,1.67,25.75
2021-01-01 06:28:32,52.38,1.67,25.68
2021-01-01 06:28:52,50.53,1.67,25.76
2021-01-01 06:29:12,54.0,1.67,25.73
2021-01-01 06:29:32,52.75,1.67,25.78
2021-01-01 06:29:53,53.55,1.67,25.86
2021-01-01 06:30:13,51.86,1.67,25.74
2021-01-01 06:30:33,52.75,1.67,25.86
2021-01-01 06:30:53,52.18,1.67,25.88
2021-01-01 06:31:14,53.55,1.67,25.83
2021-01-01 06:31:34,52.59,1.67,25.9
2021-01-01 06:31:54,54.68,1.67,25.88
2021-01-01 06:32:14,54.8,1.67,25.78
2021-01-01 06:32:35,54.48,1.67,25.95
2021-01-01 06:32:55,53.31,1.67,25.98
2021-01-01 06:33:15,52.5,1.67,25.85
2021-01-01 06:33:35,54.2,1.67,25.93
2021-01-01 06:33:56,53.07,1.67,25.8
2021-01-01 06:34:16,55.0,1.67,25.91
2021-01-01 06:34:36,52.54,1.67,25.91
2021-01-01 06:34:56,54.88,1.67,25.91
2021-01-01 06:35:17,54.48,1.67,25.95
2021-01-01 06:35:37,52.06,1.67,25.93
2021-01-01 06:35:57,52.67,1.67,25.92
2021-01-01 06:36:17,54.28,1.67,25.95
2021-01-01 06:36:37,51.86,1.67,26.05
2021-01-01 06:36:58,54.68,1.67,26.01
2021-01-01 06:37:18,53.67,1.67,26.06
2021-01-01 06:37:38,55.28,1.67,25.93
2021-01-01 06:37:58,52.46,1.67,26.02
2021-01-01 06:38:19,54.52,1.67,26.03
2021-01-01 06:38:39,55.57,1.67,26.05
2021-01-01 06:38:59,53.23,1.73,26.06
2021-01-01 06:39:19,53.83,1.67,26.0
2021-01-01 06:39:40,52.22,1.67,26.04
2021-01-01 06:40:00,53.23,1.67,25.96
2021-01-01 06:40:20,51.86,1.67,25.88
2021-01-01 06:40:40,54.92,1.67,25.83
2021-01-01 06:41:01,53.63,1.67,25.9
2021-01-01 06:41:21,52.59,1.67,25.94
2021-01-01 06:41:41,52.06,1.67,25.93
2021-01-01 06:42:01,53.83,1.67,25.88
2021-01-01 06:42:22,52.46,1.67,25.86
2021-01-01 06:42:42,53.39,1.67,25.86
2021-01-01 06:43:02,54.16,1.67,25.7
2021-01-01 06:43:22,53.91,1.67,25.8
2021-01-01 06:43:43,55.04,1.67,25.72
2021-01-01 06:44:03,54.52,1.67,25.64
2021-01-01 06:44:23,53.79,1.67,25.55
2021-01-01 06:44:43,54.92,1.67,25.62
2021-01-01 06:45:03,55.85,1.67,25.45
2021-01-01 06:45:24,54.72,1.67,25.44
2021-01-01 06:45:44,53.95,1.67,25.43
2021-01-01 06:46:04,54.48,1.67,25.3
2021-01-01 06:46:24,55.2,1.67,25.34
2021-01-01 06:46:45,55.85,1.67,25.39
2021-01-01 06:47:05,53.83,1.67,25.24
2021-01-01 06:47:25,53.19,1.67,25.24
2021-01-01 06:47:45,53.39,1.67,24.98
2021-01-01 06:48:05,54.0,1.67,24.94
2021-01-01 06:48:26,52.91,1.67,25.05
2021-01-01 06:48:46,54.72,1.67,24.87
2021-01-01 06:49:06,55.49,1.73,24.95
2021-01-01 06:49:26,54.96,1.67,25.09
2021-01-01 06:49:46,53.67,1.67,25.14
2021-01-01 06:50:07,54.52,1.67,25.12
2021-01-01 06:50:27,53.55,1.67,24.9
2021-01-01 06:50:47,55.49,1.67,24.79
2021-01-01 06:51:07,53.79,1.67,24.74
2021-01-01 06:51:28,54.28,1.67,24.77
2021-01-01 06:51:48,56.94,1.73,24.67
2021-01-01 06:52:08,54.6,1.67,24.61
2021-01-01 06:52:28,53.35,1.73,24.73
2021-01-01 06:52:49,56.09,1.73,24.6
2021-01-01 06:53:09,54.96,1.67,24.62
2021-01-01 06:53:29,55.85,1.73,24.58
2021-01-01 06:53:50,54.84,1.73,24.56
2021-01-01 06:54:10,53.35,1.73,24.73
2021-01-01 06:54:30,53.43,1.73,24.77
2021-01-01 06:54:50,56.29,1.67,24.62
2021-01-01 06:55:11,53.75,1.73,24.77
2021-01-01 06:55:31,54.36,1.73,24.7
2021-01-01 06:55:51,54.76,1.67,24.55
2021-01-01 06:56:11,54.84,1.73,24.73
2021-01-01 06:56:31,54.32,1.73,24.73
2021-01-01 06:56:52,55.69,1.67,24.7
2021-01-01 06:57:12,52.38,1.67,24.66
2021-01-01 06:57:32,55.41,1.73,24.7
2021-01-01 06:57:52,55.16,1.67,24.68
2021-01-01 06:58:13,56.25,1.67,24.71
2021-01-01 06:58:33,55.93,1.67,24.75
2021-01-01 06:58:53,52.75,1.67,24.71
2021-01-01 06:59:13,54.6,1.73,24.69
2021-01-01 06:59:34,53.63,1.67,24.72
2021-01-01 06:59:54,53.67,1.67,24.62
2021-01-01 07:00:14,53.95,1.67,24.69
2021-01-01 07:00:34,51.58,1.73,24.68
2021-01-01 07:00:55,55.97,1.67,24.75
2021-01-01 07:01:15,53.35,1.67,24.67
2021-01-01 07:01:35,53.23,1.67,24.64
2021-01-01 07:01:55,54.64,1.61,24.62
2021-01-01 07:02:16,54.8,1.67,24.72
2021-01-01 07:02:36,53.31,1.67,24.7
2021-01-01 07:02:56,53.67,1.67,24.7
2021-01-01 07:03:16,55.49,1.67,24.74
2021-01-01 07:03:37,51.98,1.67,24.69
2021-01-01 07:03:57,53.03,1.67,24.73
2021-01-01 07:04:17,54.6,1.67,24.8
2021-01-01 07:04:37,54.28,1.67,24.82
2021-01-01 07:04:58,53.19,1.67,24.88
2021-01-01 07:05:18,52.79,1.67,24.89
2021-01-01 07:05:38,54.0,1.67,24.85
2021-01-01 07:05:58,51.42,1.67,24.8
2021-01-01 07:06:19,55.0,1.67,24.87
2021-01-01 07:06:39,55.36,1.67,24.9
2021-01-01 07:06:59,54.64,1.67,24.97
2021-01-01 07:07:19,53.95,1.67,24.95
2021-01-01 07:07:40,55.28,1.67,25.0
2021-01-01 07:08:00,54.96,1.61,25.02
2021-01-01 07:08:20,55.28,1.67,25.02
2021-01-01 07:08:40,54.68,1.61,25.09
2021-01-01 07:09:01,55.36,1.67,25.09
2021-01-01 07:09:21,55.16,1.61,25.05
2021-01-01 07:09:41,54.84,1.61,25.05
2021-01-01 07:10:01,54.0,1.67,25.1
2021-01-01 07:10:22,53.67,1.67,25.08
2021-01-01 07:10:42,54.64,1.67,25.12
2021-01-01 07:11:02,54.92,1.61,25.14
2021-01-01 07:11:22,53.31,1.61,25.13
2021-01-01 07:11:43,51.98,1.67,25.2
2021-01-01 07:12:03,53.03,1.67,25.32
2021-01-01 07:12:23,54.36,1.67,25.25
2021-01-01 07:12:44,53.47,1.67,25.17
2021-01-01 07:13:04,54.2,1.67,25.24
2021-01-01 07:13:24,52.18,1.67,25.23
2021-01-01 07:13:44,50.29,1.61,25.26
2021-01-01 07:14:05,51.94,1.67,25.28
2021-01-01 07:14:25,53.39,1.67,25.29
2021-01-01 07:14:45,53.95,1.67,25.36
2021-01-01 07:15:05,52.46,1.67,25.25
2021-01-01 07:15:26,52.38,1.67,25.41
2021-01-01 07:15:46,52.63,1.67,25.44
2021-01-01 07:16:06,53.87,1.67,25.39
2021-01-01 07:16:26,54.04,1.67,25.44
2021-01-01 07:16:47,51.54,1.67,25.5
2021-01-01 07:17:07,52.38,1.67,25.46
2021-01-01 07:17:27,53.31,1.61,25.52
2021-01-01 07:17:47,53.83,1.67,25.51
2021-01-01 07:18:08,52.59,1.61,25.51
2021-01-01 07:18:28,53.39,1.67,25.6
2021-01-01 07:18:48,52.95,1.67,25.59
2021-01-01 07:19:09,53.07,1.67,25.64
2021-01-01 07:19:29,53.15,1.67,25.6
2021-01-01 07:19:49,53.75,1.61,25.6
2021-01-01 07:20:09,54.76,1.67,25.75
2021-01-01 07:20:30,53.75,1.61,25.75
2021-01-01 07:20:50,53.83,1.61,25.64
2021-01-01 07:21:10,53.19,1.61,25.71
2021-01-01 07:21:30,54.28,1.67,25.71
2021-01-01 07:21:51,53.23,1.61,25.7
2021-01-01 07:22:11,55.0,1.67,25.77
2021-01-01 07:22:31,51.54,1.67,25.71
2021-01-01 07:22:51,52.26,1.61,25.75
2021-01-01 07:23:12,53.47,1.61,25.87
2021-01-01 07:23:32,53.43,1.61,25.78
2021-01-01 07:23:52,53.35,1.67,25.77
2021-01-01 07:24:12,51.38,1.67,25.75
2021-01-01 07:24:33,53.35,1.67,25.82
2021-01-01 07:24:53,51.54,1.67,25.8
2021-01-01 07:25:13,54.72,1.67,25.74
2021-01-01 07:25:33,52.5,1.61,25.8
2021-01-01 07:25:54,53.55,1.67,25.81
2021-01-01 07:26:14,53.35,1.61,25.87
2021-01-01 07:26:34,54.12,1.67,25.87
2021-01-01 07:26:55,52.22,1.67,25.96
2021-01-01 07:27:15,52.18,1.67,25.73
2021-01-01 07:27:35,51.26,1.67,25.82
2021-01-01 07:27:55,53.35,1.67,25.87
2021-01-01 07:28:16,53.35,1.67,25.95
2021-01-01 07:28:36,52.54,1.67,25.88
2021-01-01 07:28:56,53.75,1.67,25.86
2021-01-01 07:29:16,52.1,1.67,25.88
2021-01-01 07:29:37,53.35,1.67,25.91
2021-01-01 07:29:57,53.55,1.67,25.9
2021-01-01 07:30:17,53.83,1.67,25.77
2021-01-01 07:30:38,52.87,1.67,25.85
2021-01-01 07:30:58,54.4,1.61,25.97
2021-01-01 07:31:18,52.26,1.61,26.0
2021-01-01 07:31:39,53.75,1.67,25.91
2021-01-01 07:31:59,51.01,1.67,25.95
2021-01-01 07:32:19,54.56,1.67,26.0
2021-01-01 07:32:39,54.0,1.61,25.93
2021-01-01 07:33:00,51.05,1.67,25.84
2021-01-01 07:33:20,53.35,1.61,25.9
2021-01-01 07:33:40,54.32,1.61,25.83
2021-01-01 07:34:01,54.12,1.67,25.89
2021-01-01 07:34:21,52.46,1.61,25.88
2021-01-01 07:34:41,52.42,1.67,25.84
2021-01-01 07:35:01,52.71,1.67,25.9
2021-01-01 07:35:22,53.07,1.67,25.95
2021-01-01 07:35:42,54.28,1.61,25.87
2021-01-01 07:36:02,53.23,1.67,25.89
2021-01-01 07:36:22,51.86,1.67,25.91
2021-01-01 07:36:43,52.26,1.67,25.93
2021-01-01 07:37:03,53.11,1.67,25.89
2021-01-01 07:37:23,53.23,1.61,26.03
2021-01-01 07:37:43,54.68,1.61,25.98
2021-01-01 07:38:04,53.47,1.67,25.97
2021-01-01 07:38:24,55.65,1.61,25.92
2021-01-01 07:38:44,55.73,1.67,25.98
2021-01-01 07:39:05,53.59,1.67,25.95
2021-01-01 07:39:25,53.75,1.67,25.94
2021-01-01 07:39:45,52.46,1.61,25.88
2021-01-01 07:40:05,52.71,1.67,25.9
2021-01-01 07:40:26,54.96,1.67,25.98
2021-01-01 07:40:46,54.48,1.67,25.95
2021-01-01 07:41:06,55.57,1.67,26.01
2021-01-01 07:41:27,53.91,1.61,25.94
2021-01-01 07:41:47,54.44,1.67,25.93
2021-01-01 07:42:07,53.75,1.61,25.92
2021-01-01 07:42:27,53.87,1.61,25.8
2021-01-01 07:42:48,52.42,1.67,25.88
2021-01-01 07:43:08,55.73,1.61,25.92
2021-01-01 07:43:28,55.93,1.61,25.88
2021-01-01 07:43:48,55.36,1.67,25.7
2021-01-01 07:44:09,54.6,1.67,25.77
2021-01-01 07:44:29,54.8,1.67,25.75
2021-01-01 07:44:49,55.85,1.61,25.7
2021-01-01 07:45:10,56.62,1.61,25.73
2021-01-01 07:45:30,54.76,1.61,25.74
2021-01-01 07:45:50,53.55,1.61,25.7
2021-01-01 07:46:10,55.12,1.61,25.66
2021-01-01 07:46:31,55.57,1.67,25.7
2021-01-01 07:46:51,55.85,1.61,25.7
2021-01-01 07:47:11,53.79,1.61,25.56
2021-01-01 07:47:31,53.51,1.67,25.55
2021-01-01 07:47:52,55.49,1.67,25.5
2021-01-01 07:48:12,54.08,1.67,25.59
2021-01-01 07:48:32,54.0,1.61,25.47
2021-01-01 07:48:52,54.44,1.61,25.35
2021-01-01 07:49:13,52.83,1.67,25.43
2021-01-01 07:49:33,55.45,1.61,25.44
2021-01-01 07:49:53,55.85,1.61,25.38
2021-01-01 07:50:14,55.49,1.61,25.08
2021-01-01 07:50:34,54.08,1.61,24.96
2021-01-01 07:50:54,54.32,1.61,24.84
2021-01-01 07:51:15,53.19,1.61,24.82
2021-01-01 07:51:35,54.92,1.61,24.8
2021-01-01 07:51:55,55.45,1.67,24.76
2021-01-01 07:52:16,55.45,1.61,24.72
2021-01-01 07:52:36,55.93,1.67,24.62
2021-01-01 07:52:56,53.83,1.67,24.59
2021-01-01 07:53:16,54.64,1.67,24.42
2021-01-01 07:53:37,53.15,1.67,24.41
2021-01-01 07:53:57,54.44,1.67,24.45
2021-01-01 07:54:17,53.23,1.67,24.48
2021-01-01 07:54:38,54.08,1.67,24.36
2021-01-01 07:54:58,54.12,1.73,24.4
2021-01-01 07:55:18,53.07,1.67,24.3
2021-01-01 07:55:38,54.64,1.67,24.21
2021-01-01 07:55:59,54.32,1.67,24.22
2021-01-01 07:56:19,55.85,1.67,24.36
2021-01-01 07:56:39,55.85,1.67,24.27
2021-01-01 07:57:00,55.85,1.67,24.27
2021-01-01 07:57:20,55.93,1.73,24.16
2021-01-01 07:57:40,54.16,1.73,24.22
2021-01-01 07:58:00,54.2,1.73,24.21
2021-01-01 07:58:21,55.85,1.73,24.2
2021-01-01 07:58:41,54.76,1.73,24.18
2021-01-01 07:59:01,55.93,1.73,24.3
2021-01-01 07:59:22,53.47,1.73,24.3
2021-01-01 07:59:42,51.14,1.73,24.27
2021-01-01 08:00:02,54.48,1.73,24.2
2021-01-01 08:00:22,54.04,1.73,24.29
2021-01-01 08:00:43,53.87,1.67,24.33
