Timestamp,Noise (dB),Light (lux),Temperature (C)
2021-01-01 03:04:44,54.84,1.9,25.54
2021-01-01 03:05:04,54.2,1.96,25.54
2021-01-01 03:05:24,54.28,1.9,25.55
2021-01-01 03:05:45,55.32,1.9,25.57
2021-01-01 03:06:05,56.62,1.9,25.56
2021-01-01 03:06:25,54.92,1.96,25.59
2021-01-01 03:06:45,56.33,1.96,25.59
2021-01-01 03:07:06,54.12,1.96,25.59
2021-01-01 03:07:26,52.5,1.9,25.62
2021-01-01 03:07:46,55.36,1.9,25.61
2021-01-01 03:08:07,57.1,1.96,25.6
2021-01-01 03:08:27,56.33,1.9,25.62
2021-01-01 03:08:47,54.68,1.96,25.66
2021-01-01 03:09:07,53.31,1.9,25.66
2021-01-01 03:09:28,58.35,1.9,25.66
2021-01-01 03:09:48,55.45,1.96,25.69
2021-01-01 03:10:08,52.46,1.96,25.69
2021-01-01 03:10:29,55.61,1.96,25.7
2021-01-01 03:10:49,53.71,1.96,25.66
2021-01-01 03:11:09,54.68,1.96,25.67
2021-01-01 03:11:30,52.54,1.96,25.65
2021-01-01 03:11:50,52.87,1.9,25.7
2021-01-01 03:12:10,54.92,1.9,25.72
2021-01-01 03:12:30,54.6,1.9,25.73
2021-01-01 03:12:51,50.97,1.96,25.68
2021-01-01 03:13:11,53.55,1.9,25.73
2021-01-01 03:13:31,53.15,1.9,25.79
2021-01-01 03:13:51,53.07,1.9,25.77
2021-01-01 03:14:12,53.43,1.9,25.74
2021-01-01 03:14:32,54.84,1.96,25.79
2021-01-01 03:14:52,50.21,1.9,25.83
2021-01-01 03:15:12,54.48,1.9,25.84
2021-01-01 03:15:33,56.46,1.84,25.8
2021-01-01 03:15:53,54.04,1.9,25.84
2021-01-01 03:16:13,54.8,1.9,25.79
2021-01-01 03:16:34,53.03,1.9,25.82
2021-01-01 03:16:54,54.44,1.9,25.88
2021-01-01 03:17:14,55.49,1.9,25.91
2021-01-01 03:17:34,54.8,1.9,25.92
2021-01-01 03:17:55,54.4,1.9,25.93
2021-01-01 03:18:15,54.52,1.9,25.95
2021-01-01 03:18:35,54.28,1.9,25.96
2021-01-01 03:18:55,55.12,1.79,25.97
2021-01-01 03:19:16,54.68,1.9,25.98
2021-01-01 03:19:36,54.8,1.9,25.98
2021-01-01 03:19:56,54.32,1.9,26.01
2021-01-01 03:20:17,53.51,1.84,25.97
2021-01-01 03:20:37,53.95,1.96,26.01
2021-01-01 03:20:57,55.85,1.67,26.03
2021-01-01 03:21:18,51.38,1.67,26.03
2021-01-01 03:21:38,52.42,1.67,26.04
2021-01-01 03:21:58,54.6,1.67,26.03
2021-01-01 03:22:18,53.83,1.67,26.02
2021-01-01 03:22:39,54.04,1.67,26.02
2021-01-01 03:22:59,55.08,1.67,26.02
2021-01-01 03:23:19,55.2,1.67,26.02
2021-01-01 03:23:39,54.6,1.67,26.05
2021-01-01 03:24:00,54.68,1.67,26.04
2021-01-01 03:24:20,54.6,1.67,26.05
2021-01-01 03:24:41,54.2,1.67,26.03
2021-01-01 03:25:01,54.4,1.67,26.04
2021-01-01 03:25:21,53.23,1.67,26.02
2021-01-01 03:25:41,55.81,1.67,26.03
2021-01-01 03:26:02,53.15,1.67,26.01
2021-01-01 03:26:22,53.27,1.67,26.02
2021-01-01 03:26:42,56.94,1.67,25.99
2021-01-01 03:27:03,55.97,1.67,25.99
2021-01-01 03:27:23,54.32,1.67,26.01
2021-01-01 03:27:43,54.68,1.67,26.01
2021-01-01 03:28:03,55.85,1.67,26.01
2021-01-01 03:28:24,53.67,1.67,25.99
2021-01-01 03:28:44,54.8,1.67,26.0
2021-01-01 03:29:05,55.2,1.67,26.0
2021-01-01 03:29:25,54.48,1.67,26.0
2021-01-01 03:29:45,56.62,1.67,25.98
2021-01-01 03:30:06,52.99,1.67,25.97
2021-01-01 03:30:26,54.84,1.67,25.98
2021-01-01 03:30:46,54.52,1.67,25.97
2021-01-01 03:31:06,55.85,1.67,25.97
2021-01-01 03:31:27,54.36,1.73,25.95
2021-01-01 03:31:47,54.4,1.67,25.95
2021-01-01 03:32:07,54.04,1.67,25.93
2021-01-01 03:32:28,54.52,1.67,25.95
2021-01-01 03:32:48,55.85,1.67,25.93
2021-01-01 03:33:08,56.09,1.67,25.92
2021-01-01 03:33:29,55.85,1.73,25.91
2021-01-01 03:33:49,56.21,1.67,25.91
2021-01-01 03:34:09,54.12,1.67,25.9
2021-01-01 03:34:30,54.48,1.67,25.9
2021-01-01 03:34:50,54.36,1.67,25.89
2021-01-01 03:35:10,55.57,1.67,25.87
2021-01-01 03:35:31,55.73,1.67,25.87
2021-01-01 03:35:51,55.0,1.67,25.88
2021-01-01 03:36:11,54.72,1.67,25.87
2021-01-01 03:36:32,54.84,1.67,25.87
2021-01-01 03:36:52,53.27,1.73,25.85
2021-01-01 03:37:13,55.85,1.73,25.86
2021-01-01 03:37:33,54.72,1.73,25.85
2021-01-01 03:37:53,54.4,1.73,25.84
2021-01-01 03:38:13,52.91,1.73,25.83
2021-01-01 03:38:34,55.57,1.73,25.8
2021-01-01 03:38:54,54.16,1.73,25.81
2021-01-01 03:39:14,54.56,1.73,25.8
2021-01-01 03:39:35,57.5,1.73,25.79
2021-01-01 03:39:55,54.48,1.73,25.78
2021-01-01 03:40:15,54.32,1.73,25.76
2021-01-01 03:40:35,56.62,1.73,25.74
2021-01-01 03:40:56,57.54,1.73,25.76
2021-01-01 03:41:16,55.85,1.73,25.74
2021-01-01 03:41:37,56.01,1.73,25.73
2021-01-01 03:41:57,55.45,1.73,25.73
2021-01-01 03:42:17,55.24,1.73,25.72
2021-01-01 03:42:38,55.57,1.73,25.71
2021-01-01 03:42:58,54.44,1.73,25.71
2021-01-01 03:43:18,56.66,1.73,25.7
2021-01-01 03:43:38,54.72,1.73,25.69
2021-01-01 03:43:59,54.64,1.73,25.69
2021-01-01 03:44:19,52.63,1.73,25.66
2021-01-01 03:44:39,54.12,1.67,25.67
2021-01-01 03:44:59,54.04,1.67,25.66
2021-01-01 03:45:20,56.05,1.67,25.66
2021-01-01 03:45:40,54.88,1.67,25.66
2021-01-01 03:46:00,55.93,1.67,25.62
2021-01-01 03:46:21,53.23,1.67,25.62
2021-01-01 03:46:41,53.71,1.67,25.62
2021-01-01 03:47:01,54.4,1.67,25.61
2021-01-01 03:47:21,56.41,1.67,25.6
2021-01-01 03:47:42,54.48,1.67,25.6
2021-01-01 03:48:02,53.95,1.67,25.6
2021-01-01 03:48:22,56.21,1.67,25.57
2021-01-01 03:48:43,53.07,1.67,25.58
2021-01-01 03:49:03,53.31,1.67,25.55
2021-01-01 03:49:23,55.04,1.67,25.57
2021-01-01 03:49:43,55.73,1.67,25.56
2021-01-01 03:50:04,52.99,1.67,25.53
2021-01-01 03:50:24,55.0,1.67,25.55
2021-01-01 03:50:44,56.21,1.67,25.55
2021-01-01 03:51:04,54.36,1.67,25.54
2021-01-01 03:51:25,50.61,1.67,25.53
2021-01-01 03:51:45,58.03,1.67,25.52
2021-01-01 03:52:05,53.43,1.67,25.53
2021-01-01 03:52:25,53.35,1.67,25.52
2021-01-01 03:52:46,52.63,1.67,25.52
2021-01-01 03:53:06,54.04,1.67,25.52
2021-01-01 03:53:26,57.3,1.67,25.52
2021-01-01 03:53:46,54.8,1.67,25.52
2021-01-01 03:54:07,53.75,1.67,25.53
2021-01-01 03:54:27,55.57,1.67,25.52
2021-01-01 03:54:47,53.19,1.67,25.5
2021-01-01 03:55:08,52.38,1.67,25.52
2021-01-01 03:55:28,55.41,1.67,25.52
2021-01-01 03:55:48,55.32,1.73,25.51
2021-01-01 03:56:08,54.52,1.73,25.52
2021-01-01 03:56:29,55.57,1.73,25.52
2021-01-01 03:56:49,56.86,1.67,25.52
2021-01-01 03:57:09,52.75,1.67,25.52
2021-01-01 03:57:30,53.35,1.73,25.52
2021-01-01 03:57:50,59.6,1.73,25.5
2021-01-01 03:58:11,59.96,1.84,25.52
2021-01-01 03:58:31,62.22,1.79,25.52
2021-01-01 03:58:51,54.84,1.9,25.53
2021-01-01 03:59:12,59.07,1.84,25.53
2021-01-01 03:59:32,52.99,1.79,25.54
2021-01-01 03:59:53,59.27,1.84,25.55
2021-01-01 04:00:13,59.96,1.84,25.55
2021-01-01 04:00:34,55.0,1.84,25.56
2021-01-01 04:00:54,53.47,1.79,25.56
2021-01-01 04:01:14,54.48,1.79,25.59
2021-01-01 04:01:35,52.14,1.96,25.6
2021-01-01 04:01:55,54.44,1.84,25.6
2021-01-01 04:02:15,54.6,1.84,25.62
2021-01-01 04:02:36,54.28,1.84,25.62
2021-01-01 04:02:56,54.28,1.73,25.64
2021-01-01 04:03:16,53.67,1.79,25.62
2021-01-01 04:03:36,56.86,1.84,25.62
2021-01-01 04:03:57,56.01,1.73,25.6
2021-01-01 04:04:17,56.62,1.73,25.63
2021-01-01 04:04:37,57.06,1.73,25.65
2021-01-01 04:04:58,53.87,1.79,25.69
2021-01-01 04:05:18,52.38,1.79,25.69
2021-01-01 04:05:38,53.67,1.84,25.73
2021-01-01 04:05:59,51.05,1.79,25.73
2021-01-01 04:06:19,53.51,1.79,25.73
2021-01-01 04:06:39,53.79,1.79,25.77
2021-01-01 04:06:59,50.97,1.73,25.79
2021-01-01 04:07:20,59.36,1.67,25.79
2021-01-01 04:07:40,58.51,1.67,25.81
2021-01-01 04:08:00,54.92,1.67,25.81
2021-01-01 04:08:21,52.1,1.67,25.81
2021-01-01 04:08:41,54.4,1.67,25.85
2021-01-01 04:09:01,56.54,1.67,25.84
2021-01-01 04:09:22,53.71,1.67,25.84
2021-01-01 04:09:42,57.14,1.67,25.83
2021-01-01 04:10:02,53.03,1.67,25.87
2021-01-01 04:10:22,54.08,1.67,25.85
2021-01-01 04:10:43,58.55,1.67,25.86
2021-01-01 04:11:03,59.19,1.67,25.9
2021-01-01 04:11:24,58.35,1.67,25.91
2021-01-01 04:11:44,55.41,1.67,25.93
2021-01-01 04:12:04,53.71,1.67,25.93
2021-01-01 04:12:25,57.26,1.67,25.95
2021-01-01 04:12:45,55.2,1.67,25.95
2021-01-01 04:13:05,58.07,1.61,25.98
2021-01-01 04:13:26,56.74,1.61,25.85
2021-01-01 04:13:46,54.76,1.67,25.85
2021-01-01 04:14:07,52.91,1.67,25.77
2021-01-01 04:14:27,53.67,1.67,25.8
2021-01-01 04:14:47,52.67,1.67,25.81
2021-01-01 04:15:07,53.11,1.67,25.84
2021-01-01 04:15:27,53.83,1.67,25.77
2021-01-01 04:15:48,57.1,1.67,25.84
2021-01-01 04:16:08,55.24,1.67,25.75
2021-01-01 04:16:28,55.81,1.67,25.71
2021-01-01 04:16:49,55.08,1.67,25.68
2021-01-01 04:17:09,53.43,1.67,25.77
2021-01-01 04:17:29,57.38,1.67,25.85
2021-01-01 04:17:50,54.96,1.61,25.79
2021-01-01 04:18:10,52.06,1.67,25.85
2021-01-01 04:18:30,55.85,1.67,25.7
2021-01-01 04:18:51,54.48,1.67,25.77
2021-01-01 04:19:11,53.91,1.67,25.85
2021-01-01 04:19:31,54.28,1.67,25.79
2021-01-01 04:19:52,56.29,1.67,25.83
2021-01-01 04:20:12,55.85,1.67,25.76
2021-01-01 04:20:32,54.8,1.67,25.84
2021-01-01 04:20:52,53.95,1.67,25.82
2021-01-01 04:21:13,53.71,1.67,25.88
2021-01-01 04:21:33,54.6,1.67,25.87
2021-01-01 04:21:53,53.79,1.67,25.8
2021-01-01 04:22:14,54.28,1.67,25.71
2021-01-01 04:22:34,55.2,1.67,25.78
2021-01-01 04:22:54,54.84,1.67,25.74
2021-01-01 04:23:15,55.93,1.67,25.8
2021-01-01 04:23:35,55.65,1.67,25.8
2021-01-01 04:23:55,54.68,1.67,25.8
2021-01-01 04:24:16,54.72,1.67,25.68
2021-01-01 04:24:36,54.12,1.67,25.75
2021-01-01 04:24:56,56.9,1.67,25.68
2021-01-01 04:25:17,55.65,1.67,25.66
2021-01-01 04:25:37,53.67,1.67,25.63
2021-01-01 04:25:57,58.99,1.67,25.6
2021-01-01 04:26:18,56.94,1.67,25.59
2021-01-01 04:26:38,53.75,1.67,25.45
2021-01-01 04:26:59,54.4,1.67,25.55
2021-01-01 04:27:19,55.24,1.67,25.48
2021-01-01 04:27:39,55.85,1.73,25.42
2021-01-01 04:28:00,52.99,1.67,25.48
2021-01-01 04:28:20,55.85,1.67,25.47
2021-01-01 04:28:40,54.48,1.67,25.46
2021-01-01 04:29:00,54.68,1.67,25.4
2021-01-01 04:29:21,54.48,1.67,25.37
2021-01-01 04:29:41,53.55,1.67,25.4
2021-01-01 04:30:01,54.4,1.67,25.34
2021-01-01 04:30:22,55.61,1.67,25.39
2021-01-01 04:30:42,55.85,1.67,25.35
2021-01-01 04:31:02,52.87,1.67,25.26
2021-01-01 04:31:23,52.59,1.67,25.3
2021-01-01 04:31:43,56.29,1.67,25.33
2021-01-01 04:32:03,53.91,1.67,25.3
2021-01-01 04:32:24,53.11,1.67,25.32
2021-01-01 04:32:44,55.85,1.61,25.29
2021-01-01 04:33:05,57.99,1.67,25.26
2021-01-01 04:33:25,54.8,1.67,25.24
2021-01-01 04:33:45,59.07,1.67,25.29
2021-01-01 04:34:06,53.11,1.67,25.2
2021-01-01 04:34:26,73.86,1.67,25.13
2021-01-01 04:34:46,54.32,1.67,25.2
2021-01-01 04:35:07,55.57,1.67,25.21
2021-01-01 04:35:27,58.71,1.67,25.13
2021-01-01 04:35:48,55.85,1.67,25.14
2021-01-01 04:36:08,54.0,1.67,25.09
2021-01-01 04:36:28,55.32,1.67,25.05
2021-01-01 04:36:49,58.19,1.67,25.14
2021-01-01 04:37:09,54.76,1.67,25.04
2021-01-01 04:37:29,55.73,1.67,25.09
2021-01-01 04:37:50,56.01,1.67,24.98
2021-01-01 04:38:10,55.85,1.61,24.91
2021-01-01 04:38:31,55.77,1.67,25.03
2021-01-01 04:38:51,56.13,1.67,24.95
2021-01-01 04:39:11,54.4,1.67,24.98
2021-01-01 04:39:32,57.82,1.67,24.91
2021-01-01 04:39:52,55.77,1.67,24.93
2021-01-01 04:40:12,55.85,1.67,24.91
2021-01-01 04:40:33,58.87,1.67,24.91
2021-01-01 04:40:53,54.8,1.67,24.92
2021-01-01 04:41:14,55.41,1.67,24.88
2021-01-01 04:41:34,57.86,1.67,24.85
2021-01-01 04:41:54,55.12,1.67,24.84
2021-01-01 04:42:15,56.13,1.67,24.85
2021-01-01 04:42:35,56.46,1.67,24.77
2021-01-01 04:42:56,53.43,1.67,24.8
2021-01-01 04:43:16,55.61,1.67,24.77
2021-01-01 04:43:36,55.85,1.67,24.7
2021-01-01 04:43:57,54.96,1.67,24.8
2021-01-01 04:44:17,55.77,1.67,24.62
2021-01-01 04:44:37,52.59,1.67,24.77
2021-01-01 04:44:58,51.78,1.67,24.73
2021-01-01 04:45:18,55.08,1.67,24.75
2021-01-01 04:45:38,53.07,1.67,24.66
2021-01-01 04:45:58,53.03,1.73,24.7
2021-01-01 04:46:19,55.12,1.67,24.67
2021-01-01 04:46:39,54.08,1.67,24.7
2021-01-01 04:46:59,53.51,1.73,24.64
2021-01-01 04:47:19,53.19,1.67,24.66
2021-01-01 04:47:39,53.55,1.67,24.72
2021-01-01 04:48:00,53.03,1.67,24.66
2021-01-01 04:48:20,53.43,1.67,24.62
2021-01-01 04:48:40,53.71,1.67,24.54
2021-01-01 04:49:00,55.85,1.67,24.65
2021-01-01 04:49:21,53.71,1.67,24.63
2021-01-01 04:49:41,54.8,1.67,24.59
2021-01-01 04:50:01,54.96,1.67,24.6
2021-01-01 04:50:21,54.52,1.67,24.58
2021-01-01 04:50:41,52.91,1.73,24.58
2021-01-01 04:51:02,52.87,1.73,24.55
2021-01-01 04:51:22,55.08,1.67,24.61
2021-01-01 04:51:42,55.93,1.73,24.55
2021-01-01 04:52:03,50.77,1.73,24.53
2021-01-01 04:52:23,53.11,1.67,24.57
2021-01-01 04:52:43,55.45,1.73,24.62
2021-01-01 04:53:03,52.46,1.67,24.57
2021-01-01 04:53:24,55.65,1.73,24.5
2021-01-01 04:53:44,54.08,1.67,24.59
2021-01-01 04:54:04,52.63,1.67,24.57
2021-01-01 04:54:24,52.54,1.73,24.55
2021-01-01 04:54:45,54.32,1.67,24.52
2021-01-01 04:55:05,52.91,1.67,24.45
2021-01-01 04:55:25,53.95,1.67,24.48
2021-01-01 04:55:45,53.71,1.73,24.55
2021-01-01 04:56:06,52.59,1.67,24.52
2021-01-01 04:56:26,53.31,1.73,24.48
2021-01-01 04:56:46,53.91,1.73,24.51
2021-01-01 04:57:06,52.26,1.67,24.52
2021-01-01 04:57:27,54.12,1.67,24.49
2021-01-01 04:57:47,54.2,1.67,24.51
2021-01-01 04:58:07,55.12,1.67,24.52
2021-01-01 04:58:27,54.92,1.67,24.54
2021-01-01 04:58:48,50.53,1.67,24.55
2021-01-01 04:59:08,51.94,1.67,24.48
2021-01-01 04:59:28,52.06,1.67,24.52
2021-01-01 04:59:49,52.59,1.67,24.57
2021-01-01 05:00:09,53.79,1.67,24.56
2021-01-01 05:00:29,55.08,1.67,24.6
2021-01-01 05:00:49,52.18,1.67,24.6
2021-01-01 05:01:10,53.75,1.67,24.6
2021-01-01 05:01:30,53.47,1.67,24.61
2021-01-01 05:01:50,52.5,1.67,24.63
2021-01-01 05:02:11,53.07,1.67,24.64
2021-01-01 05:02:31,51.94,1.67,24.7
2021-01-01 05:02:51,51.62,1.67,24.69
2021-01-01 05:03:11,51.7,1.67,24.7
2021-01-01 05:03:31,52.3,1.67,24.7
2021-01-01 05:03:52,51.54,1.67,24.79
2021-01-01 05:04:12,54.44,1.67,24.79
2021-01-01 05:04:32,53.15,1.67,24.81
2021-01-01 05:04:53,53.63,1.67,24.8
2021-01-01 05:05:13,55.04,1.67,24.79
2021-01-01 05:05:33,52.18,1.61,24.8
2021-01-01 05:05:53,55.41,1.61,24.86
2021-01-01 05:06:14,52.95,1.67,24.91
2021-01-01 05:06:34,52.71,1.67,24.89
2021-01-01 05:06:54,52.67,1.67,24.94
2021-01-01 05:07:14,53.67,1.61,24.9
2021-01-01 05:07:34,55.36,1.67,24.95
2021-01-01 05:07:55,53.27,1.67,24.97
2021-01-01 05:08:15,53.75,1.67,25.04
2021-01-01 05:08:35,51.7,1.61,25.04
2021-01-01 05:08:55,51.09,1.61,25.02
2021-01-01 05:09:16,52.79,1.67,25.05
2021-01-01 05:09:36,55.24,1.67,25.14
2021-01-01 05:09:56,54.52,1.61,25.09
2021-01-01 05:10:16,52.75,1.67,25.12
2021-01-01 05:10:36,52.18,1.67,25.15
2021-01-01 05:10:57,53.39,1.67,25.2
2021-01-01 05:11:17,54.0,1.67,25.23
2021-01-01 05:11:37,50.61,1.67,25.3
2021-01-01 05:11:57,53.47,1.67,25.26
2021-01-01 05:12:18,52.59,1.67,25.28
2021-01-01 05:12:38,52.02,1.67,25.29
2021-01-01 05:12:58,54.0,1.67,25.33
2021-01-01 05:13:18,54.68,1.67,25.35
2021-01-01 05:13:39,50.45,1.67,25.34
2021-01-01 05:13:59,53.39,1.67,25.34
2021-01-01 05:14:19,53.55,1.67,25.4
2021-01-01 05:14:39,54.8,1.67,25.41
2021-01-01 05:15:00,52.54,1.61,25.48
2021-01-01 05:15:20,54.08,1.67,25.44
2021-01-01 05:15:40,53.83,1.67,25.47
2021-01-01 05:16:00,52.06,1.67,25.45
2021-01-01 05:16:21,53.39,1.67,25.48
2021-01-01 05:16:41,59.36,1.67,25.54
2021-01-01 05:17:01,55.85,1.67,25.54
2021-01-01 05:17:21,53.67,1.67,25.47
2021-01-01 05:17:42,51.54,1.67,25.55
2021-01-01 05:18:02,55.57,1.67,25.56
2021-01-01 05:18:22,53.11,1.61,25.59
2021-01-01 05:18:42,54.28,1.67,25.62
2021-01-01 05:19:03,52.06,1.67,25.63
2021-01-01 05:19:23,52.38,1.67,25.66
2021-01-01 05:19:43,55.36,1.67,25.62
2021-01-01 05:20:03,52.5,1.67,25.69
2021-01-01 05:20:23,54.96,1.67,25.7
2021-01-01 05:20:44,53.23,1.67,25.66
2021-01-01 05:21:04,53.95,1.67,25.76
2021-01-01 05:21:24,52.59,1.67,25.72
2021-01-01 05:21:44,55.08,1.67,25.68
2021-01-01 05:22:05,55.0,1.67,25.72
2021-01-01 05:22:25,52.54,1.67,25.82
2021-01-01 05:22:45,52.83,1.67,25.83
2021-01-01 05:23:05,51.22,1.67,25.77
2021-01-01 05:23:26,52.75,1.67,25.8
2021-01-01 05:23:46,50.33,1.67,25.83
2021-01-01 05:24:06,53.71,1.67,25.78
2021-01-01 05:24:26,53.43,1.67,25.83
2021-01-01 05:24:47,50.65,1.67,25.8
2021-01-01 05:25:07,51.38,1.67,25.81
2021-01-01 05:25:27,53.63,1.67,25.89
2021-01-01 05:25:47,54.48,1.67,25.84
2021-01-01 05:26:08,54.52,1.67,25.87
2021-01-01 05:26:28,53.07,1.67,25.8
2021-01-01 05:26:48,51.18,1.67,25.88
2021-01-01 05:27:08,55.28,1.67,25.72
2021-01-01 05:27:29,54.36,1.67,25.83
2021-01-01 05:27:49,53.75,1.67,25.77
2021-01-01 05:28:09,54.48,1.67,25.79
2021-01-01 05:28:30,52.83,1.67,25.78
2021-01-01 05:28:50,52.54,1.67,25.78
2021-01-01 05:29:10,53.39,1.67,25.8
2021-01-01 05:29:30,52.42,1.67,25.78
2021-01-01 05:29:50,54.64,1.67,25.8
2021-01-01 05:30:11,52.75,1.67,25.8
2021-01-01 05:30:31,51.94,1.67,25.68
2021-01-01 05:30:51,54.64,1.67,25.74
2021-01-01 05:31:11,54.56,1.67,25.73
2021-01-01 05:31:32,50.85,1.67,25.74
2021-01-01 05:31:52,56.09,1.67,25.66
2021-01-01 05:32:12,51.66,1.67,25.66
2021-01-01 05:32:32,52.91,1.67,25.63
2021-01-01 05:32:53,52.46,1.67,25.66
2021-01-01 05:33:13,54.96,1.67,25.59
2021-01-01 05:33:33,53.15,1.67,25.59
2021-01-01 05:33:53,52.63,1.67,25.51
2021-01-01 05:34:14,54.0,1.67,25.51
2021-01-01 05:34:34,51.86,1.67,25.52
2021-01-01 05:34:54,52.99,1.67,25.48
2021-01-01 05:35:14,53.75,1.67,25.48
2021-01-01 05:35:35,51.22,1.67,25.39
2021-01-01 05:35:55,53.31,1.61,25.44
2021-01-01 05:36:15,53.63,1.67,25.28
2021-01-01 05:36:35,53.75,1.67,25.34
2021-01-01 05:36:56,53.67,1.67,25.34
2021-01-01 05:37:16,53.59,1.61,25.29
2021-01-01 05:37:36,53.75,1.67,25.33
2021-01-01 05:37:56,53.23,1.67,25.24
2021-01-01 05:38:17,52.26,1.67,25.24
2021-01-01 05:38:37,52.22,1.67,25.27
2021-01-01 05:38:57,54.44,1.67,25.24
2021-01-01 05:39:17,55.85,1.67,25.21
2021-01-01 05:39:38,52.87,1.67,25.23
2021-01-01 05:39:58,55.73,1.67,25.2
2021-01-01 05:40:18,52.87,1.67,25.12
2021-01-01 05:40:38,54.08,1.67,25.15
2021-01-01 05:40:59,54.44,1.67,25.02
2021-01-01 05:41:19,53.55,1.67,25.01
2021-01-01 05:41:39,52.54,1.67,25.08
2021-01-01 05:41:59,53.51,1.67,25.02
2021-01-01 05:42:20,53.91,1.67,25.0
2021-01-01 05:42:40,51.14,1.67,24.98
2021-01-01 05:43:00,55.65,1.67,25.03
2021-01-01 05:43:20,53.55,1.67,24.95
2021-01-01 05:43:40,54.16,1.67,25.0
2021-01-01 05:44:01,54.72,1.67,24.9
2021-01-01 05:44:21,54.4,1.61,24.95
2021-01-01 05:44:41,54.2,1.67,24.92
2021-01-01 05:45:01,55.24,1.67,24.94
2021-01-01 05:45:22,55.77,1.67,24.88
2021-01-01 05:45:42,55.97,1.67,24.88
2021-01-01 05:46:02,53.95,1.67,24.82
2021-01-01 05:46:22,53.55,1.67,24.82
2021-01-01 05:46:42,53.43,1.67,24.73
2021-01-01 05:47:03,55.36,1.67,24.73
2021-01-01 05:47:23,55.85,1.67,24.79
2021-01-01 05:47:43,54.76,1.67,24.71
2021-01-01 05:48:03,53.91,1.67,24.73
2021-01-01 05:48:24,55.24,1.73,24.7
2021-01-01 05:48:44,52.71,1.67,24.66
2021-01-01 05:49:04,54.48,1.73,24.55
2021-01-01 05:49:24,52.18,1.73,24.64
2021-01-01 05:49:44,54.4,1.67,24.58
2021-01-01 05:50:05,54.68,1.67,24.58
2021-01-01 05:50:25,55.16,1.73,24.61
2021-01-01 05:50:45,53.27,1.67,24.54
2021-01-01 05:51:05,53.55,1.67,24.55
2021-01-01 05:51:26,52.91,1.73,24.53
2021-01-01 05:51:46,55.81,1.73,24.52
2021-01-01 05:52:06,54.8,1.73,24.52
2021-01-01 05:52:26,54.36,1.67,24.52
2021-01-01 05:52:47,54.64,1.67,24.48
2021-01-01 05:53:07,53.15,1.67,24.45
2021-01-01 05:53:27,53.23,1.73,24.51
2021-01-01 05:53:47,54.8,1.73,24.5
2021-01-01 05:54:08,51.66,1.67,24.49
2021-01-01 05:54:28,54.24,1.67,24.52
2021-01-01 05:54:48,53.15,1.67,24.44
2021-01-01 05:55:08,53.55,1.67,24.52
2021-01-01 05:55:29,52.59,1.67,24.52
2021-01-01 05:55:49,50.85,1.73,24.54
2021-01-01 05:56:09,52.46,1.67,24.56
2021-01-01 05:56:29,54.44,1.67,24.42
2021-01-01 05:56:50,52.87,1.67,24.46
2021-01-01 05:57:10,53.39,1.73,24.49
2021-01-01 05:57:30,52.5,1.73,24.5
2021-01-01 05:57:50,52.59,1.73,24.49
2021-01-01 05:58:11,54.16,1.67,24.52
2021-01-01 05:58:31,53.55,1.73,24.52
2021-01-01 05:58:51,54.52,1.73,24.53
2021-01-01 05:59:11,52.38,1.73,24.54
2021-01-01 05:59:32,53.63,1.73,24.59
2021-01-01 05:59:52,52.87,1.67,24.59
2021-01-01 06:00:12,51.09,1.73,24.52
2021-01-01 06:00:32,53.03,1.73,24.57
2021-01-01 06:00:53,52.38,1.67,24.52
2021-01-01 06:01:13,52.22,1.73,24.54
2021-01-01 06:01:33,52.22,1.67,24.66
2021-01-01 06:01:54,51.42,1.67,24.57
2021-01-01 06:02:14,53.71,1.67,24.69
2021-01-01 06:02:34,51.82,1.67,24.7
2021-01-01 06:02:54,53.31,1.67,24.67
2021-01-01 06:03:14,55.0,1.73,24.7
2021-01-01 06:03:35,53.95,1.67,24.71
2021-01-01 06:03:55,54.2,1.67,24.69
2021-01-01 06:04:15,53.23,1.73,24.68
2021-01-01 06:04:35,52.71,1.67,24.73
2021-01-01 06:04:55,52.5,1.67,24.77
2021-01-01 06:05:16,53.35,1.73,24.83
2021-01-01 06:05:36,53.15,1.67,24.81
2021-01-01 06:05:56,53.31,1.67,24.77
2021-01-01 06:06:16,52.83,1.67,24.84
2021-01-01 06:06:37,52.26,1.73,24.88
2021-01-01 06:06:57,52.42,1.67,24.87
2021-01-01 06:07:17,54.08,1.67,24.96
2021-01-01 06:07:37,53.87,1.67,24.95
2021-01-01 06:07:58,53.19,1.67,24.85
2021-01-01 06:08:18,54.16,1.67,24.88
2021-01-01 06:08:38,54.68,1.67,24.94
2021-01-01 06:08:58,51.54,1.67,25.0
2021-01-01 06:09:19,52.1,1.67,24.97
2021-01-01 06:09:39,54.84,1.67,25.01
2021-01-01 06:09:59,55.41,1.67,25.04
2021-01-01 06:10:19,51.09,1.67,25.02
2021-01-01 06:10:40,53.63,1.67,25.04
2021-01-01 06:11:00,51.62,1.67,25.08
2021-01-01 06:11:20,52.38,1.67,25.15
2021-01-01 06:11:40,52.83,1.67,25.13
2021-01-01 06:12:00,53.71,1.67,25.06
2021-01-01 06:12:21,52.38,1.67,25.17
2021-01-01 06:12:41,54.44,1.67,25.2
2021-01-01 06:13:01,54.72,1.67,25.25
